locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_T00041	S. aureus NCTC8325	SAUPAN004815000	trnaM	tRNA	SAOUHSC_T00041		tRNA-Met	unknown	3921030												no predicted signal peptide			
SAOUHSC_T00010	S. aureus NCTC8325	SAUPAN005524000	trnaN	tRNA	SAOUHSC_T00010		tRNA-Asn	unknown	3921329												no predicted signal peptide			
SAOUHSC_T0008	S. aureus NCTC8325	SAUPAN003209000	trnaN	tRNA	SAOUHSC_T0008		tRNA-Asn	unknown	3921327												no predicted signal peptide			
SAOUHSC_T0009	S. aureus NCTC8325	SAUPAN004748000	trnaN	tRNA	SAOUHSC_T0009		tRNA-Asn	unknown	3921328												no predicted signal peptide			
SAOUHSC_T00044	S. aureus NCTC8325	SAUPAN002272000	trnaP	tRNA	SAOUHSC_T00044		tRNA-Pro	unknown	3921033												no predicted signal peptide			
SAOUHSC_T00045	S. aureus NCTC8325	SAUPAN004817000	trnaP	tRNA	SAOUHSC_T00045		tRNA-Pro	unknown	3921034												no predicted signal peptide			
SAOUHSC_T00016	S. aureus NCTC8325	SAUPAN004803000	trnaQ	tRNA	SAOUHSC_T00016		tRNA-Gln	unknown	3921335												no predicted signal peptide			
SAOUHSC_T00017	S. aureus NCTC8325	SAUPAN005517000	trnaQ	tRNA	SAOUHSC_T00017		tRNA-Gln	unknown	3921336												no predicted signal peptide			
SAOUHSC_T0004	S. aureus NCTC8325	SAUPAN002271000	trnaR	tRNA	SAOUHSC_T0004		tRNA-Arg	unknown	3921323												no predicted signal peptide			
SAOUHSC_T0005	S. aureus NCTC8325	SAUPAN002693000	trnaR	tRNA	SAOUHSC_T0005		tRNA-Arg	unknown	3921324												no predicted signal peptide			
SAOUHSC_T0006	S. aureus NCTC8325	SAUPAN003438000	trnaR	tRNA	SAOUHSC_T0006		tRNA-Arg	unknown	3921325												no predicted signal peptide			
SAOUHSC_T0007	S. aureus NCTC8325	SAUPAN004818000	trnaR	tRNA	SAOUHSC_T0007		tRNA-Arg	unknown	3921326												no predicted signal peptide			
SAOUHSC_T00049	S. aureus NCTC8325	SAUPAN003207000	trnaS	tRNA	SAOUHSC_T00049		tRNA-Ser	unknown	3921038												no predicted signal peptide			
SAOUHSC_T00050	S. aureus NCTC8325	SAUPAN004743000	trnaS	tRNA	SAOUHSC_T00050		tRNA-Ser	unknown	3921039												no predicted signal peptide			
SAOUHSC_T00051	S. aureus NCTC8325	SAUPAN004811000	trnaS	tRNA	SAOUHSC_T00051		tRNA-Ser	unknown	3921040												no predicted signal peptide			
SAOUHSC_T00052	S. aureus NCTC8325	SAUPAN004813000	trnaS	tRNA	SAOUHSC_T00052		tRNA-Ser	unknown	3921041												no predicted signal peptide			
SAOUHSC_T00053	S. aureus NCTC8325	SAUPAN002267000	trnaT	tRNA	SAOUHSC_T00053		tRNA-Thr	unknown	3921042												no predicted signal peptide			
SAOUHSC_T00054	S. aureus NCTC8325	SAUPAN004807000	trnaT	tRNA	SAOUHSC_T00054		tRNA-Thr	unknown	3921043												no predicted signal peptide			
SAOUHSC_T00055	S. aureus NCTC8325	SAUPAN004823000	trnaT	tRNA	SAOUHSC_T00055		tRNA-Thr	unknown	3921044												no predicted signal peptide			
SAOUHSC_T00059	S. aureus NCTC8325	SAUPAN002265000	trnaV	tRNA	SAOUHSC_T00059		tRNA-Val	unknown	3921067												no predicted signal peptide			
SAOUHSC_T00060	S. aureus NCTC8325	SAUPAN004824000	trnaV	tRNA	SAOUHSC_T00060		tRNA-Val	unknown	3921068												no predicted signal peptide			
SAOUHSC_T00061	S. aureus NCTC8325	SAUPAN005519000	trnaV	tRNA	SAOUHSC_T00061		tRNA-Val	unknown	3921069												no predicted signal peptide			
SAOUHSC_T00056	S. aureus NCTC8325	SAUPAN004805000	trnaW	tRNA	SAOUHSC_T00056		tRNA-Trp	unknown	3921045												no predicted signal peptide			
SAOUHSC_T00057	S. aureus NCTC8325	SAUPAN004806000	trnaY	tRNA	SAOUHSC_T00057		tRNA-Tyr	unknown	3921046												no predicted signal peptide			
SAOUHSC_T00058	S. aureus NCTC8325	SAUPAN005518000	trnaY	tRNA	SAOUHSC_T00058		tRNA-Tyr	unknown	3921047												no predicted signal peptide			
SAOUHSC_01372	S. aureus NCTC8325	SAUPAN003768000	trpA	CDS	trpA		tryptophan synthase subunit alpha	no	3920781	4.2.1.20	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	tryptophan synthase, alpha subunit	TIGR00262	210.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195099	Q2FYR3
SAOUHSC_01371	S. aureus NCTC8325	SAUPAN003767000	trpB	CDS	SAOUHSC_01371		tryptophan synthase subunit beta	no	3920780	4.2.1.20	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	tryptophan synthase, beta subunit	TIGR00263	650.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195098	Q2FYR4
SAOUHSC_01369	S. aureus NCTC8325	SAUPAN003765000	trpC	CDS	trpC		indole-3-glycerol-phosphate synthase	no	3920778	4.1.1.48	Metabolism	Amino acid biosynthesis	Histidine family	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	TIGR00007	15			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195096	Q2FYR6
SAOUHSC_01368	S. aureus NCTC8325	SAUPAN003764000	trpD	CDS	trpD		anthranilate phosphoribosyltransferase	no	3920777	2.4.2.18	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate phosphoribosyltransferase	TIGR01245	293.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195095	Q2FYR7
SAOUHSC_01366	S. aureus NCTC8325	SAUPAN003762000	trpE	CDS	SAOUHSC_01366		anthranilate synthase component I	no	3920071	4.1.3.27	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate synthase component I	TIGR00564	443.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195093	Q2FYR9
SAOUHSC_01370	S. aureus NCTC8325	SAUPAN003766000	trpF	CDS	SAOUHSC_01370		N-(5'-phosphoribosyl)anthranilate isomerase	no	3920779	5.3.1.24				His-Xaa-Ser system putative quinone modification maturase	TIGR03981	12.3			no significant prediction	Intracellular	no predicted signal peptide	0	88195097	Q2FYR5
SAOUHSC_01367	S. aureus NCTC8325	SAUPAN003763000	trpG	CDS	SAOUHSC_01367		anthranilate synthase component II	no	3920776					glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	TIGR00566	151		"SAOUHSC_00518; SAOUHSC_00530; SAOUHSC_00795; SAOUHSC_00799; SAOUHSC_00921; SAOUHSC_01232; SAOUHSC_01337; SAOUHSC_01702; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_02399; SAOUHSC_02477; SAOUHSC_02494"	no significant prediction	Intracellular	no predicted signal peptide	0	88195094	Q2FYR8
SAOUHSC_00933	S. aureus NCTC8325	SAUPAN003163000	trpS	CDS	SAOUHSC_00933		tryptophanyl-tRNA synthetase	yes	3920762	6.1.1.2	Genetic information processing	Protein synthesis	tRNA aminoacylation	tryptophan--tRNA ligase	TIGR00233	362.5		"SAOUHSC_00679; SAOUHSC_00798; SAOUHSC_00943; SAOUHSC_01028; SAOUHSC_01403; SAOUHSC_01625; SAOUHSC_02337"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194690	Q2FZQ7
SAOUHSC_02480	S. aureus NCTC8325	SAUPAN005669000	truA	CDS	truA		tRNA pseudouridine synthase A	no	3920857	5.4.99.12	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA pseudouridine(38-40) synthase	TIGR00071	219.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196131	Q2FW37
SAOUHSC_01248	S. aureus NCTC8325	SAUPAN003572000	truB	CDS	SAOUHSC_01248		tRNA pseudouridine synthase B	no	3919979	5.4.99.25	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	tRNA pseudouridine(55) synthase	TIGR00431	249		"SAOUHSC_00187; SAOUHSC_00346; SAOUHSC_00519; SAOUHSC_00521; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00562; SAOUHSC_00742; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_00947; SAOUHSC_01007; SAOUHSC_01040; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01170; SAOUHSC_01451; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_02000; SAOUHSC_02337; SAOUHSC_02365; SAOUHSC_02377; SAOUHSC_02441; SAOUHSC_02494; SAOUHSC_02860; SAOUHSC_02927"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194981	Q2G2Q3
SAOUHSC_01100	S. aureus NCTC8325	SAUPAN003383000	trxA	CDS	SAOUHSC_01100		thioredoxin	yes	3920742		Metabolism	Energy metabolism	Electron transport	thioredoxin	TIGR01068	132.2		"SAOUHSC_00187; SAOUHSC_00467; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00525; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00795; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_01043; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01246; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01806; SAOUHSC_02377; SAOUHSC_02477; SAOUHSC_02484; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02510"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194846	Q2FZD2
SAOUHSC_00785	S. aureus NCTC8325	SAUPAN002684000	trxB	CDS	SAOUHSC_00785		thioredoxin reductase	yes	3919075	1.8.1.9	Metabolism	Energy metabolism	Electron transport	thioredoxin-disulfide reductase	TIGR01292	398.3			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194546	Q2G041
SAOUHSC_01234	S. aureus NCTC8325	SAUPAN003557000	tsf	CDS	tsf		elongation factor Ts	yes	3920259		Genetic information processing	Protein synthesis	Translation factors	translation elongation factor Ts	TIGR00116	389.4		"SAOUHSC_00187; SAOUHSC_00530; SAOUHSC_00878; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01416; SAOUHSC_01424; SAOUHSC_01451; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01801; SAOUHSC_01820; SAOUHSC_02377; SAOUHSC_02441; SAOUHSC_02487; SAOUHSC_02492; SAOUHSC_02495; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02511"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194967	Q2FZ23
SAOUHSC_00530	S. aureus NCTC8325	SAUPAN002320000	tuf	CDS	SAOUHSC_00530		elongation factor Tu	yes	3920383	3.6.5.3	Genetic information processing	Protein synthesis	Translation factors	translation elongation factor Tu	TIGR00485	773.7		"SAOUHSC_00187; SAOUHSC_00487; SAOUHSC_00519; SAOUHSC_00521; SAOUHSC_00529; SAOUHSC_00679; SAOUHSC_00878; SAOUHSC_01043; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01451; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_02254; SAOUHSC_02494; SAOUHSC_02506; SAOUHSC_02512; SAOUHSC_02849"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194310	Q2G0N0
SAOUHSC_01058	S. aureus NCTC8325	SAUPAN003336000	typA	CDS	SAOUHSC_01058		GTP-binding protein TypA	no	3921721		"Genetic information processing; Cellular processes; Signal transduction"	"Protein synthesis; Cellular processes; Regulatory functions"	"Translation factors; Adaptations to atypical conditions; Other"	GTP-binding protein TypA/BipA	TIGR01394	943.5		"SAOUHSC_00069; SAOUHSC_00187; SAOUHSC_00365; SAOUHSC_00488; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00690; SAOUHSC_00694; SAOUHSC_00767; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00900; SAOUHSC_01028; SAOUHSC_01150; SAOUHSC_01208; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01490; SAOUHSC_01683; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_02108; SAOUHSC_02254; SAOUHSC_02377; SAOUHSC_02477; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02493; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02503; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02511; SAOUHSC_02922; SAOUHSC_02927; SAOUHSC_02968; SAOUHSC_02969"	Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194808	Q2G1Y6
SAOUHSC_01364	S. aureus NCTC8325	SAUPAN003758000	tyrA	CDS	SAOUHSC_01364		prephenate dehydrogenase	no	3920069	1.3.1.12	Metabolism	Amino acid biosynthesis	Serine family	phosphoglycerate dehydrogenase	TIGR01327	26.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195091	Q2FYS1
SAOUHSC_01839	S. aureus NCTC8325	SAUPAN004388000	tyrS	CDS	SAOUHSC_01839		tyrosyl-tRNA synthetase	yes	3921789	6.1.1.1	Genetic information processing	Protein synthesis	tRNA aminoacylation	tyrosine--tRNA ligase	TIGR00234	446.5		"SAOUHSC_00519; SAOUHSC_00530; SAOUHSC_00878; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01199; SAOUHSC_01211; SAOUHSC_01418; SAOUHSC_01757; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_02492; SAOUHSC_02500; SAOUHSC_02506"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195539	Q2FXJ5
SAOUHSC_01487	S. aureus NCTC8325	SAUPAN003931000	ubiE	CDS	ubiE		ubiquinone/menaquinone biosynthesis methyltransferase	no	3920242	2.1.1.-	Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Menaquinone and ubiquinone	demethylmenaquinone methyltransferase	TIGR02752	342.7		"SAOUHSC_00009; SAOUHSC_00069; SAOUHSC_00100; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00225; SAOUHSC_00284; SAOUHSC_00365; SAOUHSC_00371; SAOUHSC_00374; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00525; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00574; SAOUHSC_00608; SAOUHSC_00767; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00797; SAOUHSC_00799; SAOUHSC_00895; SAOUHSC_00951; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01100; SAOUHSC_01150; SAOUHSC_01199; SAOUHSC_01211; SAOUHSC_01216; SAOUHSC_01234; SAOUHSC_01236; SAOUHSC_01246; SAOUHSC_01251; SAOUHSC_01287; SAOUHSC_01430; SAOUHSC_01471; SAOUHSC_01625; SAOUHSC_01683; SAOUHSC_01755; SAOUHSC_01757; SAOUHSC_01778; SAOUHSC_01779; SAOUHSC_01788; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01807; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_01845; SAOUHSC_01867; SAOUHSC_01868; SAOUHSC_02118; SAOUHSC_02254; SAOUHSC_02255; SAOUHSC_02353; SAOUHSC_02365; SAOUHSC_02366; SAOUHSC_02369; SAOU"	no significant prediction	Intracellular	no predicted signal peptide	0	88195204	Q2FYG5
SAOUHSC_01715	S. aureus NCTC8325	SAUPAN004207000	udk	CDS	SAOUHSC_01715		uridine kinase	no	3921104	2.7.1.48	Metabolism	Purines, pyrimidines, nucleosides, and nucleotides	Salvage of nucleosides and nucleotides	uridine kinase	TIGR00235	294.6			Cytoplasmic	Intracellular	no predicted signal peptide	0	88195420	Q2FXW6
SAOUHSC_00953	S. aureus NCTC8325	SAUPAN003195000	ugtP	CDS	SAOUHSC_00953		diacylglycerol glucosyltransferase	no	3920664	2.4.1.315	Cell structure	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	TIGR01133	41.9			no significant prediction	Intracellular	no predicted signal peptide	0	88194710	Q2FZP7
SAOUHSC_00183	S. aureus NCTC8325	SAUPAN001074000	uhpT	CDS	uhpT		sugar phosphate antiporter	no	3919497		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	phosphoglycerate transporter family protein	TIGR00881	357.1			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88193993	Q2G1E2
SAOUHSC_00310	S. aureus NCTC8325	SAUPAN001863000	ulaA	CDS	ulaA		PTS system ascorbate-specific transporter subunit IIC	no	3919537										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	10	88194111	Q2G145
SAOUHSC_00564	S. aureus NCTC8325	SAUPAN002359000	ung	CDS	SAOUHSC_00564		uracil-DNA glycosylase	no	3920608	3.2.2.27	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	uracil-DNA glycosylase	TIGR00628	263.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194342	Q2G0J7
SAOUHSC_02353	S. aureus NCTC8325	SAUPAN005403000	upp	CDS	upp		uracil phosphoribosyltransferase	no	3919396	2.4.2.9	Metabolism	Purines, pyrimidines, nucleosides, and nucleotides	Salvage of nucleosides and nucleotides	uracil phosphoribosyltransferase	TIGR01091	304.6		"SAOUHSC_00520; SAOUHSC_00530; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01232; SAOUHSC_01416; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02869"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196016	Q2FWE6
SAOUHSC_00691	S. aureus NCTC8325	SAUPAN002567000	uppP	CDS	SAOUHSC_00691		undecaprenyl pyrophosphate phosphatase	no	3920995	3.6.1.27	Cell structure	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	undecaprenyl-diphosphatase UppP	TIGR00753	279.8			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	8	88194456	Q2G0B4
SAOUHSC_01237	S. aureus NCTC8325	SAUPAN003561000	uppS	CDS	SAOUHSC_01237		undecaprenyl pyrophosphate synthase	yes	3920262	2.5.1.31	Cell structure	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	di-trans,poly-cis-decaprenylcistransferase	TIGR00055	274.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194970	Q2G1Z7
SAOUHSC_02558	S. aureus NCTC8325	SAUPAN005753000	ureA	CDS	ureA		urease subunit gamma	no	3921146	3.5.1.5	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease, gamma subunit	TIGR00193	155			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196203	Q2FVW5
SAOUHSC_02559	S. aureus NCTC8325	SAUPAN005754000	ureB	CDS	ureB		urease subunit beta	no	3921147	3.5.1.5	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease, beta subunit	TIGR00192	150.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196204	Q2G2K6
SAOUHSC_02561	S. aureus NCTC8325	SAUPAN005755000	ureC	CDS	ureC		urease subunit alpha	no	3921558	3.5.1.5	Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease, alpha subunit	TIGR01792	1027.6		"SAOUHSC_00002; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00346; SAOUHSC_00493; SAOUHSC_00499; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00742; SAOUHSC_00743; SAOUHSC_00799; SAOUHSC_00847; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_00947; SAOUHSC_01007; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01170; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01235; SAOUHSC_01240; SAOUHSC_01246; SAOUHSC_01276; SAOUHSC_01416; SAOUHSC_01451; SAOUHSC_01623; SAOUHSC_01633; SAOUHSC_01683; SAOUHSC_01757; SAOUHSC_01778; SAOUHSC_01786; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01820; SAOUHSC_01829; SAOUHSC_01909; SAOUHSC_02116; SAOUHSC_02117; SAOUHSC_02318; SAOUHSC_02337; SAOUHSC_02353; SAOUHSC_02363; SAOUHSC_02365; SAOUHSC_02377; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02478; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02507; SAOUHSC_02509; SAOU"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196205	Q2G2K5
SAOUHSC_02565	S. aureus NCTC8325	SAUPAN005759000	ureD	CDS	SAOUHSC_02565		urease accessory protein UreD	no	3921562										Cytoplasmic	Intracellular	no predicted signal peptide	0	88196209	Q2G272
SAOUHSC_02562	S. aureus NCTC8325	SAUPAN005756000	ureE	CDS	ureE		urease accessory protein UreE	no	3921559		Metabolism	Central intermediary metabolism	Sulfur metabolism	sulfate adenylyltransferase, large subunit	TIGR02034	17			Cytoplasmic	Intracellular	no predicted signal peptide	0	88196206	Q2G2K8
SAOUHSC_02563	S. aureus NCTC8325	SAUPAN005757000	ureF	CDS	SAOUHSC_02563		urease accessory protein UreF	no	3921560										Cytoplasmic	Intracellular	no predicted signal peptide	0	88196207	Q2G2K7
SAOUHSC_02564	S. aureus NCTC8325	SAUPAN005758000	ureG	CDS	SAOUHSC_02564		urease accessory protein UreG	no	3921561		Metabolism	Central intermediary metabolism	Nitrogen metabolism	urease accessory protein UreG	TIGR00101	313		"SAOUHSC_00187; SAOUHSC_00488; SAOUHSC_00520; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_00947; SAOUHSC_01007; SAOUHSC_01040; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01150; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01424; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_02117; SAOUHSC_02353; SAOUHSC_02377; SAOUHSC_02441; SAOUHSC_02477; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02507; SAOUHSC_02509; SAOUHSC_02579; SAOUHSC_02849; SAOUHSC_02860; SAOUHSC_02927; SAOUHSC_02969"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88196208	Q2G273
SAOUHSC_01819	S. aureus NCTC8325	SAUPAN004362000	uspA1	CDS	SAOUHSC_01819		hypothetical protein	no	3919289		Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	deoxyribodipyrimidine photolyase	TIGR00591	16.1		"SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00527; SAOUHSC_00530; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_01040; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01416; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01794; SAOUHSC_01806; SAOUHSC_02441; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02494; SAOUHSC_02500; SAOUHSC_02506; SAOUHSC_02511; SAOUHSC_02512"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88195519	Q2FXL6
SAOUHSC_01814	S. aureus NCTC8325	SAUPAN004355000	uspA2	CDS	SAOUHSC_01814		hypothetical protein	no	3919284			Unknown function	Enzymes of unknown specificity	HAD hydrolase, family IIIA	TIGR01662	14		"SAOUHSC_00002; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00679; SAOUHSC_00878; SAOUHSC_00947; SAOUHSC_01058; SAOUHSC_01211; SAOUHSC_01246; SAOUHSC_01416; SAOUHSC_01757; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01819; SAOUHSC_01829; SAOUHSC_02377; SAOUHSC_02477; SAOUHSC_02492; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02509; SAOUHSC_02510; SAOUHSC_02511; SAOUHSC_02512; SAOUHSC_02969"	no significant prediction	Intracellular	no predicted signal peptide	0	88195514	Q2FXM1
SAOUHSC_00780	S. aureus NCTC8325	SAUPAN002676000	uvrA	CDS	uvrA		excinuclease ABC subunit A	no	3919070		Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	excinuclease ABC subunit A	TIGR00630	1496		SAOUHSC_02494	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194541	Q2G046
SAOUHSC_00776	S. aureus NCTC8325	SAUPAN002672000	uvrB	CDS	SAOUHSC_00776		excinuclease ABC subunit B	no	3919067		Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	excinuclease ABC subunit B	TIGR00631	556.6		"SAOUHSC_00069; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00350; SAOUHSC_00365; SAOUHSC_00374; SAOUHSC_00444; SAOUHSC_00488; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00574; SAOUHSC_00679; SAOUHSC_00780; SAOUHSC_00795; SAOUHSC_00797; SAOUHSC_00798; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_00906; SAOUHSC_01028; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01102; SAOUHSC_01211; SAOUHSC_01232; SAOUHSC_01246; SAOUHSC_01287; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01490; SAOUHSC_01653; SAOUHSC_01683; SAOUHSC_01779; SAOUHSC_01794; SAOUHSC_01801; SAOUHSC_01806; SAOUHSC_01820; SAOUHSC_01867; SAOUHSC_02365; SAOUHSC_02369; SAOUHSC_02399; SAOUHSC_02441; SAOUHSC_02478; SAOUHSC_02485; SAOUHSC_02487; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02503; SAOUHSC_02507; SAOUHSC_02508; SAOUHSC_02969"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194538	Q2G050
